appid,name,price,positive_ratings,negative_ratings,total_ratings
424040,Fragmental,10.99,21,2,23
424060,The Glow,2.79,8,12,20
424100,Celestrion,0.79,7,3,10
424170,The fall of gods,2.09,39,9,48
424200,Little Mouse's Encyclopedia,4.99,15,0,15
424210,SodaCity,6.99,12,3,15
424250,Balrum,9.99,288,76,364
424260,Feelings Adrift,4.99,42,28,70
424280,Iron Snout,0.00,13889,277,14166
424310,Blessed Ones: The Magic Wolves,5.59,1,0,1
424320,Anomaly 1729,6.99,25,3,28
424370,Wolcen: Lords of Mayhem,27.99,2787,1306,4093
424610,Peasant Knight,2.09,1,0,1
424640,Karaski: What Goes Up...,8.99,41,6,47
424750,The BoX,2.09,9,2,11
424760,Bladestar,3.99,34,12,46
424780,Imperia Online,0.00,89,101,190
424830,Bell Ringer,4.99,97,309,406
424840,Little Nightmares,15.99,7568,980,8548
424850,Galactineers,8.99,10,10,20
424870,Threads of Destiny,3.99,11,6,17
42500,DogFighter,1.99,232,152,384
425010,ScudBuster,3.99,2,1,3
425040,ComixPlay #1: The Endless Incident,4.99,16,0,16
425070,Asteroids Minesweeper,1.59,40,7,47
425150,Assassins vs Pirates,5.59,65,18,83
425160,Recursion Deluxe,3.99,66,6,72
425210,Shadwen,12.99,587,179,766
425220,One Piece Burning Blood,39.99,1504,496,2000
425230,Sword 'N' Board,3.99,15,12,27
425240,Pressure Overdrive,9.99,84,24,108
425260,Soul Harvest,10.29,11,2,13
425300,Super Button Soccer,4.99,60,21,81
425340,Space Moth DX,3.99,77,13,90
425400,Block Rocking Beats,10.99,3,0,3
425410,Road to Ballhalla,10.99,281,36,317
425450,GoatPunks,7.19,17,7,24
425460,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,6.99,25,14,39
425580,The Room Two,3.99,7382,176,7558
425600,The Order of the Thorne - The King's Challenge,6.99,80,10,90
425650,Halloween Forever,3.99,112,7,119
425670,Seraph,9.99,378,70,448
425720,Cloudlands : VR Minigolf,14.99,230,43,273
425760,EGO Protocol,2.89,4,2,6
425770,Answer The Question,0.79,136,5,141
425820,Dragonpath,5.59,59,14,73
425860,Vector Assault,3.99,5,4,9
425870,Gyrodisc Super League,9.99,8,5,13
425900,Adventure Lamp,6.99,20,3,23
425990,Space Junk Patrol,4.79,3,0,3
426000,HunieCam Studio,4.99,3214,645,3859
426010,Womb Room,1.59,17,33,50
426040,Goodnight Butcher,1.59,29,18,47
426050,LEGIE,1.69,12,1,13
426170,Defragmented,7.19,28,12,40
426190,Miner Meltdown,4.99,96,26,122
426210,Tyran,4.79,24,23,47
426240,Caretaker Sacrifice,15.49,18,2,20
426290,The Away Team: Lost Exodus,5.80,52,14,66
426310,Perception,15.49,188,71,259
426330,MetaHuman Inc.,5.19,130,16,146
426590,Blood of Magic,6.99,34,39,73
426630,Bubsy Two-Fur,3.99,231,94,325
426690,Narcissu 10th Anniversary Anthology Project,1.99,327,6,333
42670,Singularity™,14.99,2766,227,2993
426790,Grow Up,8.59,941,118,1059
426930,Moonshot,3.99,80,14,94
42700,Call of Duty®: Black Ops,29.99,14201,1839,16040
427040,Pitstop Challenge,7.99,4,22,26
427050,Siege - the card game,3.99,8,4,12
427100,Fernbus Simulator,27.10,1534,1348,2882
427190,DEAD RISING®,15.99,1595,190,1785
427240,Cosmic Trip,14.99,368,45,413
427250,8-Bit Armies,10.99,1370,335,1705
427290,Vampyr,44.99,4580,1717,6297
427470,Democracy 3 Africa,10.99,189,76,265
427480,FritzChess 15,27.79,26,21,47
427490,Shadowhand: RPG Card Game,11.39,302,58,360
427510,Way of the Samurai 3,14.99,206,59,265
427520,Factorio,21.00,47918,723,48641
427550,Tibetan Quest: Beyond the World's End,6.99,88,47,135
427570,Dawn of Andromeda,22.99,89,79,168
427610,NC Tower Defense 2,3.99,4,5,9
427640,The Ables: Freepoint High,0.79,20,5,25
427660,NightCry,18.99,128,87,215
427680,Zwei: The Arges Adventure,14.99,108,11,119
427700,Zwei: The Ilvard Insurrection,24.99,195,5,200
427730,Who's Your Daddy,3.99,9751,3747,13498
427760,A Chair in a Room : Greenwater,18.99,466,66,532
427770,Pills4Skills,1.99,44,3,47
427780,PERFECT ANGLE: The puzzle game based on optical illusions,6.99,250,66,316
427810,CALENDULA,4.99,249,74,323
427820,Hitman GO: Definitive Edition,6.49,782,152,934
427860,The Next World,9.99,62,25,87
427880,P.A.M.E.L.A.®,18.99,370,151,521
427890,Felt Tip Circus,5.59,19,6,25
427910,Zavix Tower,6.99,254,76,330
427930,Army of Tentacles: (Not) A Cthulhu Dating Sim,3.99,38,27,65
427950,The Withering,7.19,188,99,287
427970,Heathen Engineering's Terran,30.99,6,7,13
427980,Aozora Meikyuu,3.99,386,96,482
428020,The ORPHEUS Ruse,2.89,5,2,7
428040,Sixth Grade Detective,2.09,22,2,24
428060,Millia -The ending-,0.00,22,3,25
428080,Racket: Nx,15.49,356,12,368
428100,Beyond Reality,3.99,84,6,90
42810,For The Glory: A Europa Universalis Game,7.99,59,25,84
428110,Save Halloween: City of Witches,3.99,16,11,27
428130,Walk The Light,3.99,3,0,3
428180,Islet Online,13.49,296,85,381
428190,MadOut Open City,5.59,102,153,255
428200,Attack Heroes,6.99,155,68,223
428210,Horror in the Asylum,3.99,17,30,47
428220,TurnOn,10.99,272,55,327
428230,Swift,4.79,5,1,6
428240,Hauntsters,3.99,2,0,2
428250,Mystery Castle: The Mirror's Secret,4.99,27,10,37
428260,The Book of Desires,4.99,21,24,45
428270,Twilight City: Love as a Cure,4.99,36,15,51
428280,Mystery of Unicorn Castle: The Beastmaster,4.99,33,7,40
428350,Fear Equation,11.39,57,11,68
428370,Windlands,14.99,546,168,714
428410,PRiO,4.79,25,3,28
428440,Chasing Dead,6.99,143,85,228
428460,Kings of Israel,3.99,41,7,48
428490,Germination,2.89,25,1,26
42850,Arsenal of Democracy: A Hearts of Iron Game,7.99,180,31,211
428510,Solitaire Christmas. Match 2 Cards,3.99,44,18,62
428530,Machine Gun Train Run,0.79,20,11,31
428540,Fragments of Him,6.99,62,16,78
428550,Momodora: Reverie Under The Moonlight,6.99,5904,363,6267
428590,Unearthing Colossal,10.99,10,12,22
428610,Longsword - Tabletop Tactics,0.00,73,33,106
428630,White Mirror,3.99,163,126,289
428660,Deliver Us The Moon: Fortuna,19.99,298,65,363
428690,Youtubers Life,19.99,6483,2590,9073
428740,Nordenfelt,4.79,7,12,19
428750,Neon Chrome,10.99,743,61,804
428760,Hatch and Slay,1.59,23,18,41
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,14.99,41,53,94
428830,Save the Dodos,1.99,123,14,137
428860,Red Haze,2.28,117,21,138
428870,Take the Dream IX,0.00,113,29,142
428880,The Quest,6.99,243,39,282
428900,Linea, the Game,1.59,730,109,839
42890,Sword of the Stars: Complete Collection,7.99,355,46,401
428920,WinKings,3.99,11,5,16
428930,Into the Belly of the Beast,10.99,6,0,6
428940,CONTASION 2,4.99,3,7,10
428950,Kivi, Toilet and Shotgun,0.79,237,240,477
428980,Ethereal Legends,6.99,7,14,21
429020,LONE WOLF: Horizon,6.99,26,49,75
429040,Furfly,0.79,16,3,19
429050,Feed and Grow: Fish,10.99,1341,550,1891
429060,Zombie Wars: Invasion,1.99,47,39,86
4290,RACE: Caterham Expansion,3.99,4,2,6
42910,Magicka,7.99,20912,1964,22876
429180,Project CARS - Pagani Edition,0.00,598,402,1000
429200,Super Helmets on Fire DX Ultra Edition Plus Alpha,0.79,24,16,40
42920,The Kings' Crusade,7.99,41,72,113
429220,FullBlast,4.79,44,15,59
429270,Didgery,1.59,7,1,8
429280,Gems of the Aztecs,3.99,73,34,107
429300,Sepia Tears,0.00,713,85,798
42930,Elven Legacy: Magic,1.59,8,3,11
429330,Stikbold! A Dodgeball Adventure,7.99,286,41,327
429350,Satellite Rush,3.99,35,5,40
429360,Lupinball,6.99,53,0,53
429390,XenoShyft,6.99,40,22,62
42940,Elven Legacy: Siege,1.59,4,3,7
429470,Space Pilgrim Episode I: Alpha Centauri,0.90,749,113,862
429480,Vision Runner,7.19,3,3,6
429490,Resilience Wave Survival,7.19,103,60,163
42950,Elven Legacy: Ranger,1.59,9,2,11
429520,Falcon Gold,4.99,12,2,14
429530,Falcon 4.0,4.99,63,23,86
429540,Prime World: Defenders 2,0.00,543,110,653
429580,A Wild Catgirl Appears!,1.99,136,105,241
429600,Fairy Tale Mysteries: The Puppet Thief,6.99,133,81,214
42960,Victoria II,14.99,4743,632,5375
429610,The Emerald Maiden: Symphony of Dreams,6.99,208,43,251
429620,Dungeon Rushers: Crawler RPG,10.99,609,252,861
429660,Tales of Berseria™,39.99,7427,536,7963
429680,Spellweaver,0.00,905,321,1226
429690,Astro Duel,5.79,39,3,42
429700,Squirbs,1.59,261,138,399
429720,IMSCARED,2.79,592,57,649
429780,Bunny Hop League,4.79,429,167,596
429790,AdventureQuest 3D,0.00,2699,1115,3814
42980,Victoria I Complete,7.99,88,41,129
429830,Unseen Diplomacy,1.99,134,15,149
42990,Sword of the Stars II: Enhanced Edition,14.99,335,448,783
429940,The Sad Story of Emmeline Burns,0.00,554,48,602
429950,ABO MANDO,0.79,18,47,65
43000,Front Mission Evolved,7.99,481,310,791
430020,Dance of Death,2.79,177,105,282
430070,Never Again,5.79,164,38,202
430080,Elysium: Blood Games,1.59,51,25,76
4300,RoboBlitz,5.99,43,14,57
430100,darkcase : the basement,1.69,8,3,11
430170,Babel: Choice,6.99,69,28,97
430190,Wondershot,9.99,19,3,22
430210,Megaton Rainfall,11.99,633,231,864
430230,Grass Max,3.99,14,4,18
430240,Duplexer,2.09,8,5,13
430280,Nature Defenders,3.99,5,3,8
430290,Shmups Skill Test シューティング技能検定,3.99,32,2,34
430300,MINUS ZERO,1.59,7,4,11
430410,Memoranda,10.99,78,24,102
430890,Rytmik Player,0.00,21,2,23
430930,Z. Year One,10.99,30,8,38
430960,Lucy -The Eternity She Wished For-,6.99,5341,238,5579
43100,World of Zoo,4.99,115,30,145
431030,The Music Room,98.99,0,1,1
431120,Tethered,18.99,117,24,141
431180,WolfQuest,6.99,959,121,1080
431200,Disastr_Blastr,1.69,41,4,45
431220,Porradaria 2: Pagode of the Night,7.19,92,85,177
431230,Tiny Guardians,6.99,98,24,122
431240,Golf With Your Friends,4.79,15946,1723,17669
431250,Mushroom Wars,6.99,275,66,341
431260,Cursed,3.99,410,106,516
431280,tiny & Tall: Gleipnir,12.49,111,3,114
431290,Level 22: Gary’s Misadventure - 2016 Edition,6.29,26,11,37
431300,Classic Fun Collection 5 in 1,2.79,6,5,11
431330,Dungeons Are Random,1.59,11,15,26
431370,Diorama No.3 : The Marchland,1.99,12,4,16
431390,Diorama No.1 : Blocked In,0.00,20,7,27
431450,Alchemist's Awakening,11.99,232,59,291
431460,Midnight,1.99,45,15,60
431470,Inside The Code,2.89,0,1,1
431500,Clash of the Monsters,0.00,175,173,348
431540,Frosty Kiss,0.00,1103,125,1228
431560,Hard Room,1.99,275,120,395
431590,Earn to Die 2,3.99,304,35,339
431600,Automobilista,22.99,955,141,1096
431610,Hubert's Island Adventure: Mouse o' War,3.99,6,2,8
431630,Action Legion,4.79,22,5,27
431640,Doodle Kingdom,6.19,53,65,118
431650,Phoning Home,14.99,390,158,548
431680,Nuts!: The Battle of the Bulge,6.99,14,17,31
431700,Age of Fear 3: The Legend,19.99,112,8,120
431710,Space Pilgrim Episode II: Epsilon Indi,0.90,310,52,362
431740,Chowderchu,2.09,30,21,51
431750,Iron Sea Defenders,3.99,76,26,102
431770,Rivalry,2.09,71,4,75
431810,Rencounter,4.79,132,58,190
431830,Drift Into Eternity,15.49,27,7,34
431840,3DRPG,3.99,84,61,145
431850,Projector Face,3.99,53,11,64
431860,Color Chemistry,1.59,26,8,34
431870,Castle Torgeath: Descent into Darkness,5.79,54,24,78
43190,The Haunted: Hells Reach,5.99,507,81,588
431910,Psychocat: The Answer,0.79,171,43,214
431930,Kabounce,11.99,228,17,245
431960,Wallpaper Engine,2.79,63623,1947,65570
431990,Locked-in syndrome,1.99,126,145,271
432010,World's Dawn,6.99,431,97,528
432020,What's under your blanket !?,0.79,2207,422,2629
432100,Negligee,10.29,472,117,589
432130,Break Chance Memento,10.99,24,4,28
432170,Silver Knight,1.59,36,28,64
432180,Discouraged Workers TEEN,3.99,27,6,33
432190,Chef Solitaire: USA,1.99,87,12,99
432230,Axe, Bow & Staff,3.99,25,5,30
432240,UnderDread,3.99,53,28,81
432250,Soviet City,8.99,66,33,99
432260,Tiltagon,1.99,54,17,71
432270,No Seat?,1.99,1,4,5
432280,BattleStorm,1.99,42,12,54
432290,Elemental Heroes,0.00,75,58,133
432310,Virtual Pool 4 Multiplayer,0.00,24,21,45
432330,Rytmik Lite Chiptune Synthesizer,4.79,44,19,63
432350,Epic Battle Fantasy 5,11.49,1073,19,1092
432370,Sethian,3.99,49,6,55
432380,Hydra Slayer,4.79,18,2,20
432390,Weekend Drive,7.19,2,0,2
432410,The Sacred Stone,15.49,8,7,15
432420,Ludoria,14.99,9,9,18
432470,Magdalena,1.99,102,137,239
432480,Grenade Madness,6.99,19,2,21
432490,ATOM GRRRL!!,6.99,14,6,20
432500,Evertown,1.99,50,55,105
432540,Devil Sealing Stone,5.59,3,4,7
432620,Mimic Arena,5.59,10,2,12
432640,BuriedTown,4.99,18,23,41
432720,Welkin Road,10.29,53,19,72
432770,Small Town Terrors: Livingston,6.99,32,13,45
432780,Dream Catcher Chronicles: Manitou,6.99,13,10,23
432790,Angel Flare,7.19,5,1,6
432870,Special Tactics,3.99,39,11,50
432890,Quote,10.99,9,4,13
432940,Breakneck,7.19,67,10,77
432950,Orange Moon,6.99,58,28,86
432980,INVERSUS Deluxe,10.99,149,9,158
432990,Green Game: TimeSwapper,1.99,42,4,46
433000,Lost Lands: The Golden Curse,4.99,366,19,385
433100,The Town of Light,13.99,717,172,889
433110,Zipple World,3.99,16,11,27
433120,Crash Landing,6.99,3,6,9
433130,WarBirds Dogfights,14.99,4,5,9
433170,Die Young,10.99,433,101,534
433190,CDF Starfighter VR,14.99,57,33,90
433210,Rhino's Rage,3.99,33,58,91
433280,Warlords Battlecry III,6.99,250,68,318
433340,Slime Rancher,14.99,24205,965,25170
433350,BlackShot: Mercenary Warfare FPS,0.00,1258,1182,2440
433360,Drawn™: Dark Flight,6.99,6,6,12
433380,Back in 1995,7.19,48,24,72
433400,Kim,10.99,51,7,58
433450,INFERNO CLIMBER,11.39,43,23,66
433480,Rayon Riddles - Rise of the Goblin King,8.99,11,0,11
433490,Super Flippin' Phones,1.99,25,4,29
433530,Heliborne,15.49,1379,348,1727
433570,Side Quest,4.99,7,3,10
433580,Timelapse,4.79,13,3,16
433590,The Song of Seven : Overture,5.59,32,8,40
433600,A Legend of Luca,14.99,162,32,194
433630,vrAMP,3.99,31,11,42
433650,Book Of Merlin,1.99,16,17,33
433660,Blockpocalypse,10.99,10,2,12
433670,Professional Farmer 2017,10.99,63,116,179
433700,Carpe Lucem - Seize The Light VR,10.99,40,5,45
433750,The Grandfather,0.00,60,41,101
433790,Wooden Floor 2 - Resurrection,1.69,23,21,44
433830,Rescue From Goblin Deep,5.99,4,2,6
433840,Trulon: The Shadow Engine,14.99,38,18,56
433850,Z1 Battle Royale,0.00,111434,91664,203098
433890,MechoEcho,6.99,33,4,37
433900,Helium,3.99,42,33,75
433910,Neon Drive,6.99,1149,241,1390
433920,Aveyond 4: Shadow of the Mist,10.99,116,5,121
433950,Bit Blaster XL,0.79,5221,145,5366
434000,Paws: A Shelter 2 Game,10.99,356,40,396
434020,Last Hope - Tower Defense,5.99,242,47,289
434030,Aerofly FS 2 Flight Simulator,44.99,787,280,1067
434050,Duke Nukem 3D: 20th Anniversary World Tour,14.99,806,177,983
434070,Plight of the Zombie,2.09,27,6,33
434090,Bridge! 2,9.00,18,28,46
434130,Witch and Hero(魔女と勇者),3.99,35,3,38
434140,New Outbreak,6.99,1,1,2
434150,Dark Night,2.79,15,35,50
434160,A Hole New World,6.99,47,10,57
434170,The Jackbox Party Pack 3,18.99,831,44,875
434210,It's Spring Again,0.79,559,53,612
434220,Bear Haven Nights,3.99,35,6,41
434230,Fairies vs. Darklings: Arcane Edition,1.99,17,3,20
434240,Alien Blitz,5.19,14,3,17
434250,Masked Shooters 2,0.79,1041,451,1492
434260,My Name is Mayo,0.79,1809,397,2206
434270,Parasite,2.99,5,3,8
434290,Typefighters (Steam Edition),1.59,77,34,111
434300,Wormhole City,7.19,7,15,22
434310,imprint-X,3.99,23,8,31
434360,Kitten Rampage,5.79,48,32,80
434370,Buried: An Interactive Story,1.99,115,5,120
434380,Pixel Z - Gun Day,0.79,184,299,483
434390,Lost Bros,1.99,12,3,15
434410,Moonlight,1.69,208,9,217
434430,Abbot's Book Demo,0.00,155,18,173
434460,Rock of Ages 2: Bigger & Boulder™,10.99,1423,348,1771
434480,Mathoria: It All Adds Up,0.00,41,35,76
434490,Otem's Defiance,4.99,28,0,28
434500,BATTLE PIXELS,1.59,38,28,66
434510,Formicide,0.00,216,51,267
434520,Simutrans,0.00,232,83,315
434530,Flobe,0.79,25,3,28
434540,Secret of the Pendulum,5.59,2,4,6
434570,Blood and Bacon,0.79,16822,995,17817
434600,Blue Bird,10.29,31,11,42
434650,Lost Castle,6.99,11930,1392,13322
434660,Octahedron: Transfixed Edition,9.99,62,2,64
434680,Lamia's Game Room,0.79,105,65,170
434700,Forgotten Ball,0.79,13,3,16
434730,Half Dead,1.59,2174,560,2734
434740,Lichtspeer,6.99,92,19,111
434750,Z-Exemplar,2.89,33,2,35
434780,The Renegades of Orion 2.0,0.79,32,19,51
434790,Planet 1138,1.99,11,4,15
434800,The Great Escape,2.79,18,9,27
434820,Brushwood Buddies,2.09,51,13,64
434860,Wanderjahr,6.99,13,3,16
434870,Megalo Polis,6.99,5,5,10
434880,Hieroglyphika,6.99,83,38,121
434890,Eight Mini Racers,0.79,29,22,51
434920,Last Heroes 2,2.09,24,8,32
434960,Rolling Gauntlet,0.79,4,6,10
434970,That Dam Level redux,5.99,2,1,3
434980,Onion Force,3.99,48,13,61
435000,The Whisperer in Darkness,1.99,26,7,33
43500,M.U.D. TV,7.99,70,85,155
435010,Krinkle Krusher,2.09,18,23,41
435020,AFL Evolution,39.99,54,23,77
435030,Lost Lands: Mahjong,0.00,3769,309,4078
435040,Incredible Dracula: Chasing Love Collector's Edition,6.99,41,12,53
435050,Glory Kingdom,3.99,2,4,6
435070,Elansar,2.09,7,10,17
435080,Philia : the Sequel to Elansar,2.09,1,2,3
435100,2Dark,18.99,155,47,202
435120,Rusty Lake Hotel,1.59,1311,86,1397
435140,Rush for gold: Alaska,2.79,32,8,40
435150,Divinity: Original Sin 2 - Definitive Edition,29.99,44145,2464,46609
435230,Medieval Playground,3.99,5,16,21
435250,Deadhunt,3.99,66,6,72
435260,Planet Stronghold: Colonial Defense,14.99,23,4,27
435300,We Know the Devil,5.59,371,33,404
435360,Campus Notes - forget me not.,8.99,51,6,57
435400,Hidden Folks,5.99,4514,161,4675
435420,Operation: Matriarchy,4.79,26,15,41
435440,Galaxy Control: 3D Strategy,0.00,180,166,346
435460,NotCoD™,3.99,58,7,65
435480,Trials of the Blood Dragon,12.49,96,50,146
435490,Pierhead Arcade,7.19,206,14,220
435530,The Final Station,10.99,3383,649,4032
435600,My Tower, My Home,0.79,19,10,29
435780,VIOLET: Space Mission,3.99,9,7,16
435790,10 Second Ninja X,7.99,135,17,152
435800,Binaries,6.99,53,5,58
435840,The Preposterous Awesomeness of Everything,4.99,32,4,36
435970,RefRain - prism memories -,10.99,55,0,55
436000,Lovely Planet Arcade,4.79,69,23,92
43600,Nancy Drew®: Warnings at Waverly Academy,5.19,46,5,51
436060,Lolly Joe,1.99,13,6,19
436070,Nadia Was Here,8.99,22,3,25
436110,Medusa's Labyrinth,0.00,807,209,1016
436140,Empire of the Gods,1.59,31,12,43
436150,Governor of Poker 3,0.00,2163,866,3029
436160,The Panic Room,0.00,164,142,306
436180,Spacelords,0.00,1170,1209,2379
436220,A-10 VR,3.99,136,8,144
436230,Detached,19.49,138,38,176
436240,Melancholy Republic,6.99,14,6,20
436260,Ultimate Arena,13.99,123,100,223
436270,Civil War: 1863,6.99,20,12,32
436280,Sudoku Quest,4.79,49,21,70
436290,Children of Zodiarcs,13.59,210,77,287
436320,Raw Data,29.99,1594,289,1883
436340,Kiya,0.00,23,3,26
436360,Robo's World: The Zarnok Fortress,6.99,18,2,20
436390,Prison Run and Gun,1.99,288,27,315
436400,Heroes of the Seven Seas VR,4.99,35,9,44
436470,Gamma Bros,0.00,68,5,73
436480,Soup: the Game,1.59,25,15,40
436490,Firebird - La Peri,3.19,161,35,196
436500,Diaries of a Spaceport Janitor,6.99,335,98,433
436510,Worlds of Chaos: Invasion,11.39,6,1,7
436520,Line of Sight,0.00,4562,3397,7959
436530,Bullshot,0.79,211,61,272
436560,Kings and Heroes,11.39,485,306,791
436670,The Legend of Heroes: Trails in the Sky the 3rd,24.99,439,26,465
436690,Tempest Citadel,15.49,30,11,41
436820,Waltz of the Wizard,0.00,1133,24,1157
436850,Stellar Stars,6.99,3,3,6
436860,Arctic alive,1.59,29,23,52
436870,Tank Brawl,3.99,22,11,33
436940,Quar: Battle for Gate 18,9.99,49,7,56
436950,Mosaic Maze,3.99,4,1,5
437000,GUILTY GEAR 2 -OVERTURE-,14.99,90,36,126
437020,WITCH-BOT MEGLILO,4.79,61,1,62
437030,MEMENTO,4.79,14,8,22
437060,MOAI 3: Trade Mission Collector's Edition,6.99,20,2,22
437080,Space Rift - Episode 1,14.99,53,16,69
437090,Wobbly Jungle,1.59,39,5,44
437100,My Night Job,2.79,66,5,71
437160,The Lion's Song: Episode 1 - Silence,0.00,1579,109,1688
437170,The Amazing Adventures of Ash - Afterparty,1.59,7,2,9
437180,Chill the Piro,1.69,18,7,25
437210,The Hunt,6.99,5,4,9
437250,A House of Many Doors,7.99,209,34,243
437340,Toys of War,7.19,6,0,6
437380,Vanquish: The Adventures of Lady Exton,6.99,7,5,12
437390,HoPiKo,4.99,110,34,144
437400,SOLRAVEN,0.00,8,27,35
437420,The Secret Order 3: Ancient Times,6.99,165,20,185
437520,ZeGame,3.99,67,1,68
437530,A Blind Legend,4.99,136,34,170
437570,GoNNER,6.99,729,122,851
437610,SQUIDS FROM SPACE,2.09,156,13,169
437630,State of Mind,25.99,232,42,274
437690,Venture Kid,6.99,33,5,38
437710,Magic Flute,3.99,9,2,11
437720,Blossoms Bloom Brightest,0.00,67,28,95
437730,Roadclub: League Racing,7.19,32,5,37
437740,Inside: Before Birth,2.79,19,23,42
437870,Earth Space Colonies,6.99,83,77,160
437880,Project Graviton,1.59,12,6,18
437890,AuroraRL,3.19,137,50,187
437900,Party Jousting,0.00,575,58,633
437920,Tricky Towers,11.99,3449,378,3827
438000,PIXELMAN,1.99,48,6,54
438020,AI: Rampage,1.59,85,206,291
438030,Dead6hot,0.79,201,246,447
438040,Shakes and Fidget,0.00,6591,988,7579
438080,Surfingers,1.59,442,103,545
438090,Defend Felinearth,1.59,5,3,8
438100,VRChat,0.00,25818,3323,29141
438130,Root Double -Before Crime * After Days- Xtend Edition,26.99,250,15,265
438140,Star Realms,0.00,492,128,620
438160,LILT,3.99,5,0,5
438180,Super Mustache,0.79,433,160,593
438220,Castle Heist: Chapter 1,1.99,11,3,14
438240,Corpo Tale,3.99,14,0,14
438260,Rewind,5.99,14,3,17
438270,Learn Japanese To Survive! Hiragana Battle,4.99,1189,88,1277
438300,Shepherds of the Abyss,4.79,13,10,23
438320,Rush Rover,3.99,154,3,157
438340,Drizzlepath: Genie,4.99,83,47,130
438350,Dynetzzle Extended,0.79,27,3,30
